,No.,Block_No,Focal_species,Species_code,Population_code,Treatment,Comp_trt,Competitor,Time_in_Exp,initial_nonfocal_leaf_count,initial_focal_leaf_count,nonfocal_root_length,nonfocal_shoot_height,nonfocal_root_mass,nonfocal_shoot_mass,focal_root_length,focal_shoot_height,focal_root_mass,focal_shoot_mass,Trt,focal_species,Type,nonfocal_leaf_count,focal_leaf_count,Nonfocal_species,focal_full_mass,nonfocal_full_mass,focal_rmf,nonfocal_rmf,rmf_diff,shoot_height_diff,root_length_diff,leaf_count_diff,pot_mass,abs_rmf_diff,abs_root_length_diff,abs_shoot_height_diff,final_leaf_diff,abs_final_leaf_diff,initial_leaf_diff,abs_initial_leaf_diff
309,534,17,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,48,5,5,4.183300133,2.772588722,3.640214282,13.60514609,4.123105626,1.871802177,3.464101615,6.46529195,MACA-A Interspecific_competition HEVI-A,Heterotheca villosa,Interspecific mixture,17,11,NA,3.151094027,4.152753348,0.223048327,0.170698925,0.052349402,-9.5,-0.5,-6,277,0.052349402,0.5,9.5,-6,6,0,0
310,6,1,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,42,4,6,2.738612788,1.029619417,2.341805806,3.728270376,5.744562647,2.302585093,9.16515139,14.82565344,MACA-A Interspecific_competition HEVI-B,NA,Interspecific mixture,NA,NA,Heterotheca villosa,4.898040918,2.46375246,0.276497696,0.427983539,-0.151485843,7.2,25.5,NA,328.1,0.151485843,25.5,7.2,NA,NA,2,2
311,7,1,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,43,4,5,4.711687596,1.871802177,3.325036021,10.22252415,4.147288271,2.079441542,4.074309757,8.031189202,MACA-A Intraspecific_competition MACA-A,NA,Monoculture,NA,NA,Dieteria canescens,3.479295756,3.680701043,0.204685573,0.210128496,-0.005442922,1.5,-5,NA,213.4,0.005442922,5,1.5,NA,NA,1,1
312,9,1,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,41,5,7,3.464101615,2.014903021,2.923161581,7.092249291,5.744562647,2.014903021,8.654478609,13.93556601,MACA-A Intraspecific_competition MACA-C,NA,Intraspecific mixture,NA,NA,Dieteria canescens,4.752898549,3.164713395,0.278335191,0.269956459,0.008378733,0,21,NA,338,0.008378733,21,0,NA,NA,2,2
313,13,1,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,42,6,6,4.69041576,1.704748092,3.194583132,7.899367063,5.319774431,2.833213344,7.981227976,12.99230542,MACA-B Interspecific_competition HEVI-B,NA,Interspecific mixture,NA,NA,Heterotheca villosa,4.579687041,3.330758201,0.273978495,0.281105991,-0.007127496,11.5,6.3,NA,319.3,0.007127496,6.3,11.5,NA,NA,0,0
314,14,1,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,40,6,6,5.14781507,2.442347035,3.288401888,11.93733639,5.291502622,2.397895273,5.431390246,11.33578405,MACA-B Intraspecific_competition MACA-A,NA,Intraspecific mixture,NA,NA,Dieteria canescens,4.094774022,3.902017206,0.186708861,0.158298878,0.028409983,-0.5,1.5,NA,327.3,0.028409983,1.5,0.5,NA,NA,0,0
315,15,1,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,43,5,4,3.741657387,2.397895273,1.704748092,4.049691346,5.385164807,2.351375257,7.797435476,12.66885946,MACA-B Intraspecific_competition MACA-B,NA,Monoculture,NA,NA,Dieteria canescens,4.523968936,2.39884127,0.274740172,0.251141553,0.023598619,-0.5,15,NA,243.2,0.023598619,15,0.5,NA,NA,-1,1
316,17,1,Dieteria canescens,DICA,DICA-B,Monoculture,Monoculture - MACA-B,DICA-B,40,NA,NA,4.062019202,2.302585093,2.151762203,6.268971207,4.582575695,2.079441542,3.271085447,7.334848328,MACA-B Monoculture MACA-B,NA,Monoculture,NA,NA,Dieteria canescens,3.256675264,2.901849998,0.165891473,0.17954071,-0.013649237,-2,4.5,NA,112.4,0.013649237,4.5,2,NA,NA,NA,NA
317,18,1,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,40,3,6,4.415880433,1.386294361,0.693147181,4.242640687,5.522680509,2.48490665,5.449770637,10.46422477,DICA-C Interspecific_competition HEVI-A,NA,Interspecific mixture,NA,NA,Heterotheca villosa,3.98923494,2.221663311,0.213362069,0.1,0.113362069,8,11,NA,159.2,0.113362069,11,8,NA,NA,3,3
318,19,1,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,41,6,5,4.301162634,1.609437912,2.970414466,7.328028384,4.69041576,2.564949357,6.172519745,12.57775815,DICA-C Interspecific_competition HEVI-C,NA,Interspecific mixture,NA,NA,Heterotheca villosa,4.330159107,3.209118703,0.194090678,0.266393443,-0.072302765,8,3.5,NA,269.5,0.072302765,3.5,8,NA,NA,-1,1
319,20,1,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,40,4,6,4.847679857,2.079441542,3.054001182,7.867655305,5.656854249,2.302585093,3.255764119,6.449806199,DICA-C Interspecific_competition HEVI-B,NA,Interspecific mixture,NA,NA,Heterotheca villosa,3.115376433,3.304792957,0.203065134,0.25511432,-0.052049186,2,8.5,NA,135.3,0.052049186,8.5,2,NA,NA,2,2
320,21,1,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,41,5,7,5.54977477,1.704748092,2.772588722,8.185352772,5.787918451,2.63905733,9.316651759,12.97304899,DICA-C Intraspecific_competition MACA-A,NA,Intraspecific mixture,NA,NA,Dieteria canescens,4.721196961,3.31027816,0.340258722,0.192771084,0.147487638,8.5,2.7,NA,338.1,0.147487638,2.7,8.5,NA,NA,2,2
321,22,1,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,41,6,4,3.605551275,2.740840024,2.772588722,11.11755369,4.415880433,2.251291799,6.403124237,8.933084574,DICA-C Intraspecific_competition MACA-B,NA,Intraspecific mixture,33,14,Dieteria canescens,3.91614719,3.726948136,0.339403974,0.114613181,0.224790793,-6,6.5,-19,260.4,0.224790793,6.5,6,-19,19,-2,2
322,23,1,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,41,6,9,4.472135955,2.014903021,1.840549633,6.379655163,5.099019514,2.197224577,3.478505426,7.943550843,DICA-C Intraspecific_competition MACA-C,NA,Monoculture,9,16,Dieteria canescens,3.379653277,2.867089953,0.160904255,0.134042553,0.026861702,1.5,6,7,122.2,0.026861702,6,1.5,7,7,3,3
323,24,1,Dieteria canescens,DICA,DICA-C,Monoculture,Monoculture - DICA-C,DICA-C,41,NA,NA,4.582575695,2.351375257,3.605497845,8.983317873,5,2.442347035,6.292853089,9.300537619,DICA-C Monoculture MACA-C,NA,Monoculture,14,18,Dieteria canescens,3.948846757,3.548072113,0.314036479,0.313191489,0.00084499,1,4,4,243.6,0.00084499,4,1,4,4,NA,NA
324,31,1,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,43,4,6,4.460941605,1.704748092,3.044522438,7.252585746,4.582575695,2.079441542,6.316644679,12.33693641,MACA-A Interspecific_competition HEVI-A,NA,Interspecific mixture,10,17,Heterotheca villosa,4.318979172,3.208910747,0.207704321,0.285326087,-0.077621766,2.5,1.1,7,265.7,0.077621766,1.1,2.5,7,7,2,2
325,33,2,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,42,4,4,5.14781507,1.791759469,2.965273066,7.589466384,4.898979486,2.219203484,5.403702434,10.19313494,MACA-A Interspecific_competition HEVI-B,NA,Interspecific mixture,10,12,Heterotheca villosa,3.949283147,3.24880585,0.219383922,0.251948052,-0.03256413,3.2,-2.5,2,210.1,0.03256413,2.5,3.2,2,2,0,0
326,34,2,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,43,5,5,4.393176527,2.014903021,2.734367509,7.204165462,5.830951895,2.251291799,7.668115805,15.34926708,MACA-A Intraspecific_competition MACA-A,NA,Monoculture,16,8,Dieteria canescens,4.797643472,3.152543889,0.199728261,0.228826152,-0.029097891,2,14.7,-8,361.7,0.029097891,14.7,2,-8,8,0,0
327,35,2,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,44,8,5,5.787918451,2.833213344,3.222867846,11.65332571,6,1.945910149,8.087026648,14.2968528,MACA-A Intraspecific_competition MACA-B,NA,Intraspecific mixture,18,23,Dieteria canescens,4.731160476,3.856966885,0.242401779,0.155997514,0.086404265,-10,2.5,5,430.7,0.086404265,2.5,10,5,5,-3,3
328,36,2,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,41,7,6,5.477225575,2.197224577,2.054123734,8.648699324,5.291502622,2.079441542,3.847076812,8.324662155,MACA-A Intraspecific_competition MACA-C,NA,Intraspecific mixture,12,14,Dieteria canescens,3.488801939,3.271516935,0.175980975,0.094430993,0.081549982,-1,-2,2,166.7,0.081549982,2,1,2,2,-1,1
329,38,2,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,42,4,6,4.358898944,1.871802177,2.785011242,7.03562364,4.358898944,2.862200881,4.909175083,10.0448992,MACA-B Interspecific_competition HEVI-A,NA,Interspecific mixture,9,16,Heterotheca villosa,3.867049817,3.133789221,0.1928,0.246575342,-0.053775342,11,0,7,190.7,0.053775342,0,11,7,7,2,2
330,39,2,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,43,7,4,4.679743583,1.871802177,3.532225644,7.771743691,3.449637662,2.509599262,2.049390153,6.14817046,MACA-B Interspecific_competition HEVI-C,NA,Interspecific mixture,13,11,Heterotheca villosa,2.863138245,3.362137614,0.1,0.361522199,-0.261522199,5.8,-10,-2,136.6,0.261522199,10,5.8,-2,2,-3,3
331,40,2,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,42,5,6,2.34520788,2.995732274,3.62700405,7.127411872,5.61248608,2.302585093,8.288546314,10.87198234,MACA-B Interspecific_competition HEVI-B,NA,Interspecific mixture,NA,NA,Heterotheca villosa,4.377274112,3.279392615,0.367576244,0.425339367,-0.057763123,-10,26,NA,275.3,0.057763123,26,10,NA,NA,1,1
332,41,2,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,40,6,7,4.358898944,2.140066163,2.747270914,8.467585252,4.69041576,2.48490665,3.78153408,10.01998004,MACA-B Intraspecific_competition MACA-A,NA,Intraspecific mixture,12,15,Dieteria canescens,3.715038912,3.348858935,0.12467306,0.178694158,-0.054021098,3.5,3,3,202,0.054021098,3,3.5,3,3,1,1
333,43,2,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,41,4,5,3.464101615,2.197224577,2.091864062,8.882567196,3.741657387,2.397895273,2.121320344,5.991660872,MACA-B Intraspecific_competition MACA-C,NA,Intraspecific mixture,15,12,Dieteria canescens,2.848329548,3.312767915,0.111386139,0.093103448,0.01828269,2,2,-3,127.4,0.01828269,2,2,-3,3,1,1
334,44,2,Dieteria canescens,DICA,DICA-B,Monoculture,Monoculture - MACA-B,DICA-B,43,NA,NA,4.538722287,2.251291799,3.514526067,11.63185282,4.449719092,2.602689685,4.636809248,10.22252415,MACA-B Monoculture MACA-B,NA,Monoculture,16,16,Dieteria canescens,3.85478059,3.8918349,0.170634921,0.198934281,-0.02829936,4,-0.8,0,294.9,0.02829936,0.8,4,0,0,NA,NA
335,45,2,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,40,7,6,4.898979486,1.791759469,2.32238772,6.870225615,6.633249581,2.197224577,3.847076812,9.628083922,DICA-C Interspecific_competition HEVI-A,NA,Interspecific mixture,10,12,Heterotheca villosa,3.670852862,3.031932277,0.137674419,0.177700348,-0.04002593,3,20,2,164.9,0.04002593,20,3,2,2,-1,1
336,46,2,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,41,6,7,4,1.704748092,2.778819272,5.93295879,4.949747468,2.602689685,3.492849839,9.022194855,DICA-C Interspecific_competition HEVI-C,NA,Interspecific mixture,NA,NA,Heterotheca villosa,3.537660907,2.951572134,0.13034188,0.313840156,-0.183498276,8,8.5,NA,144.9,0.183498276,8.5,8,NA,NA,1,1
337,47,2,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,40,5,7,4.582575695,1.609437912,1.902107526,4.01248053,4.898979486,1.791759469,3.619392214,6.41092817,DICA-C Interspecific_competition HEVI-B,NA,Interspecific mixture,5,11,Heterotheca villosa,3.167068105,2.43199261,0.241697417,0.293859649,-0.052162232,1,3,6,77,0.052162232,3,1,6,6,2,2
338,48,2,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,41,4,4,5.049752469,1.704748092,3.250374492,8.300602388,4.795831523,2.564949357,6.892024376,10.58300524,DICA-C Intraspecific_competition MACA-A,NA,Intraspecific mixture,13,13,Dieteria canescens,4.180314536,3.398672812,0.297805643,0.272439282,0.025366361,7.5,-2.5,0,254.2,0.025366361,2.5,7.5,0,0,0,0
339,49,2,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,41,5,6,4.358898944,2.667228207,3.234749174,10.07472084,4.582575695,3.277144733,5.375872022,13.61249426,DICA-C Intraspecific_competition MACA-B,NA,Intraspecific mixture,13,17,Dieteria canescens,4.35756426,3.648214634,0.134920635,0.200157604,-0.065236969,12.1,2,4,341.1,0.065236969,2,12.1,4,4,1,1
340,50,2,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,41,3,2,1.870828693,1.098612289,0,2.683281573,2.645751311,1.704748092,2.323790008,4.615192304,DICA-C Intraspecific_competition MACA-C,NA,Monoculture,NA,NA,Dieteria canescens,2.634194813,1.638072518,0.202247191,0.12195122,0.080295971,2.5,3.5,NA,34.9,0.080295971,3.5,2.5,NA,NA,-1,1
341,51,2,Dieteria canescens,DICA,DICA-C,Monoculture,Monoculture - DICA-C,DICA-C,41,7,7,4.242640687,2.197224577,2.753660712,8.402380615,4.472135955,2.442347035,4.959838707,9.316651759,DICA-C Monoculture MACA-C,NA,Monoculture,17,12,Dieteria canescens,3.778424336,3.340066066,0.220825853,0.181923523,0.03890233,2.5,2,-5,197.7,0.03890233,2,2.5,-5,5,0,0
342,58,2,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,43,5,5,4.795831523,2.140066163,2.990719732,8.579044236,4.472135955,2.302585093,4.669047012,11.97914855,MACA-A Interspecific_competition HEVI-A,NA,Interspecific mixture,12,13,Heterotheca villosa,4.080220039,3.401435575,0.131881428,0.212834225,-0.080952797,1.5,-3,1,258.8,0.080952797,3,1.5,1,1,0,0
343,59,2,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,43,NA,NA,4.347413024,1.704748092,3.157000421,6.892024376,5.394441584,2.821378886,6.268971207,14.03210604,MACA-A Interspecific_competition HEVI-C,NA,Interspecific mixture,11,12,Heterotheca villosa,4.505671676,3.170019684,0.16638442,0.330985915,-0.164601496,11.3,10.2,1,307.2,0.164601496,10.2,11.3,1,1,NA,NA
344,60,2,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,42,6,4,3.937003937,1.252762968,1.386294361,3.255764119,6.708203932,2.140066163,7.300684899,12.78671185,MACA-A Interspecific_competition HEVI-B,NA,Interspecific mixture,13,15,Heterotheca villosa,4.481896557,2.154543683,0.245848708,0.273972603,-0.028123894,5,29.5,2,231.4,0.028123894,29.5,5,2,2,-2,2
345,61,2,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,43,4,4,4.898979486,2.525728644,4.262679877,16.51363073,2.549509757,1.871802177,1.140175425,4.438468204,MACA-A Intraspecific_competition MACA-A,NA,Monoculture,15,6,Dieteria canescens,2.361915246,4.558103839,0.061904762,0.206575502,-0.14467074,-6,-17.5,-9,364.7,0.14467074,17.5,6,-9,9,0,0
346,63,2,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,41,4,6,5.61248608,2.48490665,2.856470206,9.68504001,6.204836823,2.140066163,5.916079783,9.638464608,MACA-A Intraspecific_competition MACA-C,NA,Intraspecific mixture,12,13,Dieteria canescens,3.943924998,3.541399471,0.27365129,0.15647482,0.11717647,-3.5,7,1,239.1,0.11717647,7,3.5,1,1,2,2
347,64,2,Dieteria canescens,DICA,DICA-A,Monoculture,Monoculture - MACA-A,DICA-A,43,NA,NA,5.244044241,1.824549292,4.569543008,10.93617849,6.752777206,1.871802177,8.35463943,10.42592922,MACA-A Monoculture MACA-A,NA,Monoculture,13,14,Dieteria canescens,4.333655344,3.937730501,0.391036415,0.446552522,-0.055516107,0.3,18.1,1,394.6,0.055516107,18.1,0.3,1,1,NA,NA
348,65,3,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,42,6,8,5.291502622,1.945910149,3.391147046,7.529940239,4.795831523,2.944438979,4.460941605,12.64120247,MACA-B Interspecific_competition HEVI-A,NA,Interspecific mixture,NA,NA,Heterotheca villosa,4.135473864,3.304706838,0.110740122,0.34375,-0.233009878,12,-5,NA,266.1,0.233009878,5,12,NA,NA,2,2
349,66,3,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,43,5,3,4.183300133,1.704748092,3.117949906,6.058052492,5.049752469,2.442347035,4.701063709,9.19782583,MACA-B Interspecific_competition HEVI-C,NA,Interspecific mixture,13,11,Heterotheca villosa,3.728121449,3.029191707,0.207122774,0.381112985,-0.173990211,6,8,-2,166,0.173990211,8,6,-2,2,-2,2
350,67,3,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,42,4,4,4.242640687,1.704748092,2.879198457,7.328028384,5.431390246,2.708050201,6.797058187,13.37161172,MACA-B Interspecific_competition HEVI-B,NA,Interspecific mixture,7,15,Heterotheca villosa,4.490954231,3.19487509,0.205333333,0.248951049,-0.043617716,9.5,11.5,8,296.5,0.043617716,11.5,9.5,8,8,0,0
351,70,3,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,41,5,6,5.14781507,1.945910149,3.784189634,10.93617849,6.32455532,1.386294361,2.236067977,4.527692569,MACA-B Intraspecific_competition MACA-C,NA,Intraspecific mixture,12,13,Dieteria canescens,2.600723081,3.836713193,0.196078431,0.268948655,-0.072870224,-3,13.5,1,189.1,0.072870224,13.5,3,1,1,1,1
352,73,3,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,41,4,5,4.242640687,1.504077397,2.923161581,6.220932406,4.123105626,2.197224577,3.376388603,8.074651695,DICA-C Interspecific_competition HEVI-C,NA,Interspecific mixture,9,11,Heterotheca villosa,3.383938578,3.023920301,0.148825065,0.32460733,-0.175782265,4.5,-1,2,133.9,0.175782265,1,4.5,2,2,1,1
353,74,3,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,40,6,7,4,2.014903021,2.833213344,7.307530363,6.284902545,2.525728644,6.804410334,12.50599856,DICA-C Interspecific_competition HEVI-B,NA,Interspecific mixture,11,13,Heterotheca villosa,4.394361034,3.184453439,0.228416379,0.241477273,-0.013060894,5,23.5,2,273.1,0.013060894,23.5,5,2,2,1,1
354,75,3,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,41,5,5,6.403124237,2.351375257,3.342861805,11.52388823,5.787918451,2.740840024,4.335896678,9.628083922,DICA-C Intraspecific_competition MACA-A,NA,Intraspecific mixture,12,16,Dieteria canescens,3.736840992,3.855742475,0.168609865,0.175667287,-0.007057422,5,-7.5,4,272.6,0.007057422,7.5,5,4,4,0,0
355,76,3,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,41,4,6,3.535533906,2.302585093,2.251291799,7.416198487,5.14781507,2.564949357,3.898717738,11.44115379,DICA-C Intraspecific_competition MACA-B,NA,Intraspecific mixture,11,15,Dieteria canescens,3.916614804,3.1092588,0.10403833,0.147286822,-0.043248492,3,14,4,210.6,0.043248492,14,3,4,4,2,2
356,78,3,Dieteria canescens,DICA,DICA-C,Monoculture,Monoculture - DICA-C,DICA-C,41,NA,NA,4.358898944,2.251291799,3.08190997,7.190271205,5.787918451,2.251291799,5.039841267,6.587867637,DICA-C Monoculture MACA-C,NA,Monoculture,13,13,Dieteria canescens,3.409942654,3.205024364,0.369186047,0.296598639,0.072587407,0,14.5,0,142.3,0.072587407,14.5,0,0,0,NA,NA
357,85,3,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,43,4,4,5.029910536,1.704748092,3.404525172,8.246211251,6.480740698,2.116255515,7.334848328,12.38547536,MACA-A Interspecific_competition HEVI-A,NA,Interspecific mixture,12,13,Heterotheca villosa,4.440757108,3.41331751,0.25965251,0.306829766,-0.047177256,2.8,16.7,1,305.3,0.047177256,16.7,2.8,1,1,0,0
358,86,3,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,43,NA,NA,4.358898944,1.871802177,3.025291076,7.028513356,4.062019202,1.871802177,3.209361307,6.655824517,MACA-A Interspecific_competition HEVI-C,NA,Interspecific mixture,6,10,Heterotheca villosa,3.140889336,3.170773475,0.188644689,0.294285714,-0.105641026,0,-2.5,4,124.6,0.105641026,2.5,0,4,4,NA,NA
359,87,3,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,42,5,4,4.312771731,1.609437912,3.280911216,6.862943975,5.916079783,1.945910149,4.38178046,7.861297603,MACA-A Interspecific_competition HEVI-B,NA,Interspecific mixture,12,2,Heterotheca villosa,3.499011012,3.184941945,0.237037037,0.360922659,-0.123885622,2,16.4,-10,154.7,0.123885622,16.4,2,-10,10,-1,1
360,88,3,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,43,6,4,5.522680509,2.48490665,3.020424886,9.859006035,5.873670062,1.504077397,5.753259945,6.964194139,MACA-A Intraspecific_competition MACA-A,NA,Monoculture,15,10,Dieteria canescens,3.566153962,3.588792404,0.405637255,0.174171623,0.231465632,-7.5,4,-5,199.3,0.231465632,4,7.5,-5,5,-2,2
361,89,3,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,44,5,6,5.338539126,2.397895273,3.879499814,12.81795616,4.472135955,2.48490665,3.146426545,7.341661937,MACA-A Intraspecific_competition MACA-B,NA,Intraspecific mixture,11,11,Dieteria canescens,3.23853184,4.086252069,0.155172414,0.227550541,-0.072378127,1,-8.5,0,276.5,0.072378127,8.5,1,0,0,1,1
362,90,3,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,41,6,4,5,2.197224577,2.442347035,7.90569415,5.567764363,2.197224577,3.633180425,9.055385138,MACA-A Intraspecific_competition MACA-C,NA,Intraspecific mixture,9,10,Dieteria canescens,3.562101285,3.21683714,0.138655462,0.155405405,-0.016749943,0,6,1,169.2,0.016749943,6,0,1,1,-2,2
363,91,3,Dieteria canescens,DICA,DICA-A,Monoculture,Monoculture - MACA-A,DICA-A,43,NA,NA,5.949789912,2.140066163,3.363841595,10.28105053,5.157518783,2.90690106,7.389181281,15.49193338,MACA-A Monoculture MACA-A,NA,Monoculture,15,21,Dieteria canescens,4.783420812,3.693899312,0.185336049,0.214710253,-0.029374204,9.8,-8.8,6,429.2,0.029374204,8.8,9.8,6,6,NA,NA
364,92,3,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,42,5,5,4.183300133,1.871802177,2.388762789,6.899275324,5,2.674148649,6.107372594,11.4061387,MACA-B Interspecific_competition HEVI-A,NA,Interspecific mixture,12,8,Heterotheca villosa,4.184914729,3.047628277,0.222819594,0.186324786,0.036494807,8,7.5,-4,225.9,0.036494807,7.5,8,-4,4,0,0
365,95,3,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,40,5,7,3.605551275,2.079441542,1.945910149,7.687652438,3.674234614,2.079441542,3.924283374,8.294576541,MACA-B Intraspecific_competition MACA-A,NA,Intraspecific mixture,17,15,Dieteria canescens,3.495548586,3.10379809,0.182897862,0.105900151,0.076997711,0,0.5,-2,150.3,0.076997711,0.5,0,-2,2,2,2
366,96,3,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,43,5,5,4.898979486,1.704748092,2.459588842,7.063993205,5.069516742,2.397895273,4.024922359,9.721111048,MACA-B Intraspecific_competition MACA-B,NA,Monoculture,13,18,Dieteria canescens,3.70756435,3.086030144,0.146341463,0.189935065,-0.043593602,5.5,1.7,5,172.3,0.043593602,1.7,5.5,5,5,0,0
367,97,4,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,41,6,6,5.196152423,2.48490665,3.346389145,12.39354671,5,1.791759469,4.347413024,9.803060747,MACA-B Intraspecific_competition MACA-C,NA,Intraspecific mixture,18,22,Dieteria canescens,3.761711548,3.967358801,0.164347826,0.156043956,0.00830387,-6,-2,4,297,0.00830387,2,6,4,4,0,0
368,98,4,Dieteria canescens,DICA,DICA-B,Monoculture,Monoculture - MACA-B,DICA-B,42,NA,NA,4.74341649,1.871802177,2.459588842,6.156297589,6,2.208274414,4.65832588,10.9270307,MACA-B Monoculture MACA-B,NA,Monoculture,13,18,Dieteria canescens,3.947829351,2.935283024,0.153791637,0.235887097,-0.08209546,2.6,13.5,5,190.7,0.08209546,13.5,2.6,5,5,NA,NA
369,99,4,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,42,5,6,3.240370349,1.791759469,2.714694744,6.811754546,5.385164807,2.302585093,5.412947441,9.444575162,DICA-C Interspecific_competition HEVI-A,NA,Interspecific mixture,10,16,Heterotheca villosa,3.854545707,3.086494661,0.247257384,0.245528455,0.001728929,4,18.5,6,180,0.001728929,18.5,4,6,6,1,1
370,100,4,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,43,6,5,4,1.791759469,3.010620886,7.516648189,4.636809248,2.944438979,5.329165038,12.37739876,DICA-C Interspecific_competition HEVI-C,NA,Interspecific mixture,14,18,Heterotheca villosa,4.2079168,3.24457533,0.156387665,0.264322917,-0.107935251,13,5.5,4,258.4,0.107935251,5.5,13,4,4,-1,1
371,102,4,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,43,4,5,7.810249676,2.014903021,2.895911938,7.314369419,4.527692569,2.833213344,6.899275324,12.80624847,DICA-C Intraspecific_competition MACA-A,NA,Intraspecific mixture,12,18,Dieteria canescens,4.439090425,3.195353088,0.224952741,0.252793296,-0.027840555,9.5,-40.5,6,283.2,0.027840555,40.5,9.5,6,6,1,1
