,No.,Block_No,Focal_species,Species_code,Population_code,Treatment,Comp_trt,Competitor,Time_in_Exp,initial_nonfocal_leaf_count,initial_focal_leaf_count,nonfocal_root_length,nonfocal_shoot_height,nonfocal_root_mass,nonfocal_shoot_mass,focal_root_length,focal_shoot_height,focal_root_mass,focal_shoot_mass,Trt,focal_species,Type,nonfocal_leaf_count,focal_leaf_count,Nonfocal_species,focal_full_mass,nonfocal_full_mass,focal_rmf,nonfocal_rmf,rmf_diff,shoot_height_diff,root_length_diff,leaf_count_diff,pot_mass,abs_rmf_diff,abs_root_length_diff,abs_shoot_height_diff,final_leaf_diff,abs_final_leaf_diff,initial_leaf_diff,abs_initial_leaf_diff
63,102,4,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,43,5,4,4.527692569,2.833213344,3.862832761,12.80624847,7.810249676,2.014903021,4.254409477,7.314369419,DICA-C Intraspecific_competition MACA-A,Dieteria canescens,Intraspecific mixture,18,12,NA,3.401290769,4.082778617,0.252793296,0.224952741,0.027840555,-9.5,40.5,-6,283.2,0.027840555,40.5,9.5,-6,6,-1,1
64,103,4,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,43,6,6,5.049752469,2.740840024,3.977810746,12.93831519,6,1.791759469,2.569046516,6.526867549,DICA-C Intraspecific_competition MACA-B,Dieteria canescens,Intraspecific mixture,19,7,NA,3.015943313,4.112921825,0.134146341,0.241847826,-0.107701485,-9.5,10.5,-12,270,0.107701485,10.5,9.5,-12,12,0,0
65,104,4,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,43,7,6,5.14781507,2.970414466,3.688879454,12.03328717,4.636809248,2.251291799,3.54964787,9.093954036,DICA-C Intraspecific_competition MACA-C,Dieteria canescens,Monoculture,14,13,NA,3.555784288,3.96511874,0.132214061,0.216450216,-0.084236156,-10,-5,-1,280.1,0.084236156,5,10,-1,1,-1,1
66,105,4,Dieteria canescens,DICA,DICA-C,Monoculture,Monoculture - DICA-C,DICA-C,43,NA,NA,4.582575695,2.197224577,2.617395833,7.582875444,5.830951895,2.397895273,4.785394446,8.396427812,DICA-C Monoculture MACA-C,Dieteria canescens,Monoculture,15,10,NA,3.630677934,3.193786354,0.245182013,0.19241573,0.052766283,2,13,-5,164.6,0.052766283,13,2,-5,5,NA,NA
67,116,4,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,44,6,7,4.847679857,2.079441542,2.809402695,5.54977477,6.403124237,2.079441542,9.386160024,13.34915728,MACA-A Intraspecific_competition MACA-A,Dieteria canescens,Monoculture,8,15,NA,4.768156594,2.891224216,0.330829891,0.35021097,-0.019381079,0,17.5,7,313.7,0.019381079,17.5,0,7,7,1,1
68,117,4,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,44,5,4,6.08276253,2.079441542,2.980618636,8.24014563,4.898979486,2.014903021,3.420526275,5.66568619,MACA-A Intraspecific_competition MACA-B,Dieteria canescens,Intraspecific mixture,17,12,NA,3.014334498,3.349740925,0.267123288,0.224885845,0.042237443,-0.5,-13,-5,131.4,0.042237443,13,0.5,-5,5,-1,1
69,118,4,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,41,NA,NA,4.123105626,1.704748092,1.223775432,4.949747468,5.61248608,2.302585093,9.181503145,14.16333294,MACA-A Intraspecific_competition MACA-C,Dieteria canescens,Intraspecific mixture,7,17,NA,4.831649417,2.484657502,0.295893296,0.121863799,0.174029497,4.5,14.5,10,312.8,0.174029497,14.5,4.5,10,10,NA,NA
70,120,4,Dieteria canescens,DICA,DICA-A,Monoculture,Monoculture - MACA-A,DICA-A,44,NA,NA,5.059644256,1.945910149,2.595254707,6.41092817,4.69041576,2.197224577,5.779273311,9.695359715,MACA-A Monoculture MACA-A,Dieteria canescens,Monoculture,10,8,NA,3.933781009,3.001030303,0.262166405,0.24587156,0.016294845,2,-3.6,-2,181.9,0.016294845,3.6,2,-2,2,NA,NA
71,121,4,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,43,6,4,4.74341649,2.302585093,3.964615456,10.27618606,4.898979486,1.704748092,6.316644679,6.920982589,MACA-B Interspecific_competition HEVI-A,Heterotheca villosa,Interspecific mixture,13,9,NA,3.638355022,3.773698652,0.454441913,0.332912192,0.121529721,-4.5,1.5,-4,246.1,0.121529721,1.5,4.5,-4,4,-2,2
72,122,4,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,42,6,4,5.567764363,2.708050201,3.698829785,11.98749348,4.898979486,1.386294361,6.016643583,6.782329983,MACA-B Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,15,6,NA,3.577565313,3.960596327,0.440389294,0.219445953,0.220943341,-11,-7,-9,266.3,0.220943341,7,11,-9,9,-2,2
73,124,4,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,5,5,5.477225575,2.442347035,4.297285406,10.0697567,4.123105626,1.704748092,5.830951895,6.92820323,MACA-B Interspecific_competition HEVI-B,Heterotheca villosa,Interspecific mixture,15,10,NA,3.571995958,3.790388121,0.414634146,0.420240137,-0.005605991,-6,-13,-5,256.9,0.005605991,13,6,-5,5,0,0
74,125,4,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,42,7,5,6.204836823,2.772588722,3.446807893,11.12654484,4.123105626,1.791759469,4.898979486,7.674633542,MACA-B Intraspecific_competition MACA-A,Dieteria canescens,Intraspecific mixture,15,11,NA,3.545929078,3.817506088,0.289505428,0.202319588,0.087185841,-10,-21.5,-4,238.1,0.087185841,21.5,10,-4,4,-2,2
75,126,4,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,42,6,6,5.700877125,2.140066163,2.727852828,6.848357467,4.183300133,2.197224577,3.898717738,8.336666,MACA-B Intraspecific_competition MACA-B,Dieteria canescens,Monoculture,14,14,NA,3.497911339,3.094545249,0.179456907,0.245980707,-0.066523801,0.5,-15,0,146.9,0.066523801,15,0.5,0,0,0,0
76,127,4,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,41,5,5,5.830951895,2.014903021,2.791165108,7,5.049752469,1.945910149,5.049752469,7.280109889,MACA-B Intraspecific_competition MACA-C,Dieteria canescens,Intraspecific mixture,12,12,NA,3.511390374,3.129083749,0.324840764,0.249617152,0.075223613,-0.5,-8.5,0,143.8,0.075223613,8.5,0.5,0,0,0,0
77,128,4,Dieteria canescens,DICA,DICA-B,Monoculture,Monoculture - MACA-B,DICA-B,42,NA,NA,4.358898944,1.945910149,2.90690106,6.603029608,4.582575695,2.079441542,6.308724118,8.927485648,MACA-B Monoculture MACA-B,Dieteria canescens,Monoculture,12,11,NA,3.90335878,3.083817548,0.333054393,0.295638126,0.037416267,1,2,-1,181.4,0.037416267,2,1,-1,1,NA,NA
78,129,5,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,42,6,4,4.898979486,2.197224577,2.949688335,10.19803903,4.123105626,1.609437912,2.387467277,6.978538529,DICA-C Interspecific_competition HEVI-A,Heterotheca villosa,Interspecific mixture,13,11,NA,3.06039308,3.625979504,0.104779412,0.155158408,-0.050378996,-4,-7,-2,177.5,0.050378996,7,4,-2,2,-2,2
79,131,5,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,43,6,5,4.147288271,2.674148649,2.041220329,9.523654761,5.431390246,1.791759469,3.535533906,6.308724118,DICA-C Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,13,16,NA,3.137556059,3.400716849,0.239005736,0.078252033,0.160753704,-8.5,12.3,3,150.7,0.160753704,12.3,8.5,3,3,-1,1
80,132,5,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,42,5,4,2.738612788,1.504077397,-0.693147181,4.312771731,4.123105626,1.609437912,2.569046516,5.234500931,DICA-C Interspecific_competition HEVI-B,Heterotheca villosa,Interspecific mixture,5,8,NA,2.793483031,1.90253109,0.194117647,0.02617801,0.167939637,0.5,9.5,3,53.1,0.167939637,9.5,0.5,3,3,-1,1
81,133,5,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,43,5,6,4.183300133,2.509599262,3.015534901,10.34891299,4.898979486,1.335001067,3.924283374,4.098780306,DICA-C Intraspecific_competition MACA-A,Dieteria canescens,Intraspecific mixture,5,14,NA,2.832501312,3.65574177,0.47826087,0.16,0.31826087,-8.5,6.5,9,159.7,0.31826087,6.5,8.5,9,9,1,1
82,135,5,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,43,6,4,4.472135955,2.63905733,2.610069793,11.340194,4.123105626,1.791759469,2.213594362,5.10881591,DICA-C Intraspecific_competition MACA-B,Dieteria canescens,Intraspecific mixture,15,11,NA,2.705995246,3.735005193,0.158064516,0.095639944,0.062424572,-8,-3,-4,173.2,0.062424572,3,8,-4,4,-2,2
83,145,5,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,44,4,5,3.605551275,1.791759469,2.261763098,6.074537019,4.527692569,2.251291799,6.782329983,10.82127534,MACA-A Interspecific_competition HEVI-A,Heterotheca villosa,Interspecific mixture,14,14,NA,4.195665063,2.887265162,0.282035561,0.206451613,0.075583948,3.5,7.5,0,209.6,0.075583948,7.5,3.5,0,0,1,1
84,146,5,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,44,5,6,5.477225575,1.945910149,3.499533282,8.124038405,4.582575695,1.704748092,7.056911506,7.211102551,MACA-A Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,16,14,NA,3.777302484,3.40933596,0.489194499,0.334006054,0.155188445,-1.5,-9,-2,200.9,0.155188445,9,1.5,-2,2,1,1
85,147,5,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,3,16,3.741657387,2.079441542,2.595254707,7.293833012,4.358898944,2.079441542,7.113367698,10.09455299,MACA-A Interspecific_competition HEVI-B,Heterotheca villosa,Interspecific mixture,17,12,NA,4.148243084,3.144691991,0.331803279,0.201201201,0.130602077,0,5,-5,219.1,0.130602077,5,0,-5,5,13,13
86,148,5,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,44,6,4,5.522680509,1.871802177,2.753660712,7.661592524,5.873670062,1.791759469,4.785394446,10.14396372,MACA-A Intraspecific_competition MACA-A,Dieteria canescens,Monoculture,9,13,NA,3.863852762,3.227267147,0.182034976,0.211021505,-0.028986529,-0.5,4,4,200.2,0.028986529,4,0.5,4,4,-2,2
87,149,5,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,44,5,4,5.656854249,2.351375257,3.589059119,13.21362933,4.472135955,2.014903021,2.645751311,5.822370651,MACA-A Intraspecific_competition MACA-B,Dieteria canescens,Intraspecific mixture,15,13,NA,2.910003774,4.09910825,0.171149144,0.171726755,-0.000577611,-3,-12,-2,251.7,0.000577611,12,3,-2,2,-1,1
88,150,5,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,43,7,5,5.244044241,2.251291799,3.303216973,12.42577965,2.236067977,2.415913778,1.788854382,5.186520992,MACA-A Intraspecific_competition MACA-C,Dieteria canescens,Intraspecific mixture,16,9,NA,2.641093594,3.965979908,0.106312292,0.149779736,-0.043467443,1.7,-22.5,-7,211.7,0.043467443,22.5,1.7,-7,7,-2,2
89,151,5,Dieteria canescens,DICA,DICA-A,Monoculture,Monoculture - MACA-A,DICA-A,44,NA,NA,5.522680509,2.525728644,3.563882964,12.89573573,5.14781507,2.197224577,5.07937004,9.904544412,MACA-A Monoculture MACA-A,Dieteria canescens,Monoculture,16,11,NA,3.870906154,4.057045562,0.208232446,0.175099206,0.033133239,-3.5,-4,-5,325.5,0.033133239,4,3.5,-5,5,NA,NA
90,152,5,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,43,4,5,5.958187644,2.251291799,2.90690106,7.224956747,4.795831523,1.504077397,4.415880433,6.700746227,MACA-B Interspecific_competition HEVI-A,Heterotheca villosa,Interspecific mixture,9,12,NA,3.334160563,3.183057933,0.302795031,0.259574468,0.043220563,-5,-12.5,3,134.9,0.043220563,12.5,5,3,3,1,1
91,153,5,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,42,6,4,4.062019202,2.525728644,2.493205453,9.818350167,3.082207001,1.386294361,3.591656999,5.128352562,MACA-B Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,11,6,NA,2.952966231,3.508782641,0.329081633,0.111520737,0.217560895,-8.5,-7,-5,147.7,0.217560895,7,8.5,-5,5,-2,2
92,154,5,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,5,4,6.204836823,2.862200881,3.08190997,11.01816682,4.898979486,1.945910149,3.619392214,6.32455532,MACA-B Interspecific_competition HEVI-B,Heterotheca villosa,Interspecific mixture,16,9,NA,3.153402533,3.755006896,0.246704331,0.152234637,0.094469695,-10.5,-14.5,-7,196.3,0.094469695,14.5,10.5,-7,7,-1,1
93,155,5,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,42,6,6,4.74341649,2.140066163,2.442347035,8.33066624,6.557438524,2.251291799,3.605551275,8.94427191,MACA-B Intraspecific_competition MACA-A,Dieteria canescens,Intraspecific mixture,12,15,NA,3.542572961,3.282226877,0.139784946,0.142150803,-0.002365857,1,20.5,3,173.9,0.002365857,20.5,1,3,3,0,0
94,157,5,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,42,8,6,4.898979486,2.63905733,3.186352633,10.10445446,4.898979486,2.079441542,2.683281573,7.348469228,MACA-B Intraspecific_competition MACA-B,Dieteria canescens,Monoculture,11,11,NA,3.167293924,3.645655921,0.117647059,0.191607284,-0.073960225,-6,0,0,187.5,0.073960225,0,6,0,0,-2,2
95,158,5,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,43,4,5,3.633180425,1.791759469,1.840549633,5.983310121,5.431390246,2.917770732,5.319774431,14.74109901,MACA-B Intraspecific_competition MACA-C,Dieteria canescens,Intraspecific mixture,10,17,NA,4.478936642,2.797116328,0.115228013,0.149643705,-0.034415692,12.5,16.3,7,287.7,0.034415692,16.3,12.5,7,7,1,1
96,159,5,Dieteria canescens,DICA,DICA-B,Monoculture,Monoculture - MACA-B,DICA-B,42,4,4,5.873670062,2.079441542,2.803360381,9.523654761,3.31662479,2.197224577,2.387467277,6.655824517,MACA-B Monoculture MACA-B,Dieteria canescens,Monoculture,18,12,NA,3.007206643,3.510984925,0.114,0.15391791,-0.03991791,1,-23.5,-6,157.2,0.03991791,23.5,1,-6,6,0,0
97,161,6,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,43,4,5,5.14781507,2.564949357,2.587764035,9.544631999,3.674234614,0.916290732,3.714835124,5.029910536,DICA-C Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,NA,NA,NA,2.957151613,3.483158916,0.352941176,0.127394636,0.22554654,-10.5,-13,NA,143.5,0.22554654,13,10.5,NA,NA,1,1
98,162,6,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,42,7,4,5.196152423,2.63905733,3.194583132,8.814760348,4,1.609437912,3.405877273,5.176871642,DICA-C Interspecific_competition HEVI-B,Heterotheca villosa,Interspecific mixture,16,6,NA,2.929632898,3.465449968,0.302083333,0.238981391,0.063101943,-9,-11,-10,140.5,0.063101943,11,9,-10,10,-3,3
99,163,6,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,43,4,5,4.472135955,1.609437912,2.687847494,5.338539126,4.949747468,2.079441542,5.585696018,8.47938677,DICA-C Intraspecific_competition MACA-A,Dieteria canescens,Intraspecific mixture,8,14,NA,3.750344356,2.833087824,0.302618817,0.340277778,-0.037658961,3,4.5,6,146.3,0.037658961,4.5,3,6,6,1,1
100,164,6,Dieteria canescens,DICA,DICA-C,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,43,9,4,4.898979486,2.48490665,4.422448549,12.31665539,3.464101615,1.945910149,2.774887385,5.319774431,DICA-C Intraspecific_competition MACA-B,Dieteria canescens,Intraspecific mixture,22,9,NA,2.845111916,4.091345004,0.213888889,0.354468085,-0.140579196,-5,-12,-13,271,0.140579196,12,5,-13,13,-5,5
101,166,6,Dieteria canescens,DICA,DICA-C,Monoculture,Monoculture - DICA-C,DICA-C,43,NA,NA,5.099019514,2.397895273,3.758871826,9.311283478,4.69041576,2.302585093,5.069516742,7.733045972,DICA-C Monoculture MACA-C,Dieteria canescens,Monoculture,12,10,NA,3.578066896,3.615266975,0.300584795,0.331018519,-0.030433723,-1,-4,-2,215.1,0.030433723,4,1,-2,2,NA,NA
102,174,6,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,44,4,6,5.477225575,2.197224577,4.166665224,11.81524439,4.69041576,2.014903021,5.924525297,10.07968253,MACA-A Interspecific_competition HEVI-A,Heterotheca villosa,Interspecific mixture,12,13,NA,4.000525944,3.997738062,0.256766642,0.316021558,-0.059254916,-1.5,-8,1,340.8,0.059254916,8,1.5,1,1,2,2
103,175,6,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,44,8,8,5.291502622,2.415913778,3.629660094,11.02270384,4.062019202,1.386294361,3.591656999,4.312771731,MACA-A Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,16,10,NA,2.81148159,3.827840636,0.40952381,0.236809045,0.172714764,-7.2,-11.5,-6,190.7,0.172714764,11.5,7.2,-6,6,0,0
104,176,6,Dieteria canescens,DICA,DICA-A,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,5,5,4.527692569,1.871802177,3.144152279,8.197560613,5.431390246,1.871802177,6.920982589,10.10940156,MACA-A Interspecific_competition HEVI-B,Heterotheca villosa,Interspecific mixture,9,8,NA,4.126788601,3.367745966,0.319120586,0.256637168,0.062483418,0,9,-1,240.5,0.062483418,9,0,-1,1,0,0
105,178,6,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,44,8,6,5,2.140066163,3.532225644,11.4280357,5.196152423,2.197224577,4.219004622,8.461678321,MACA-A Intraspecific_competition MACA-A,Dieteria canescens,Monoculture,17,12,NA,3.560994656,3.867849706,0.199105145,0.207524272,-0.008419126,0.5,2,-5,254.2,0.008419126,2,0.5,-5,5,-2,2
106,179,6,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,44,8,3,5.567764363,2.197224577,4.186619838,12.28413611,3.872983346,2.397895273,2.683281573,7.273238618,MACA-A Intraspecific_competition MACA-B,Dieteria canescens,Intraspecific mixture,13,12,NA,3.15539541,4.058417912,0.119800333,0.303645593,-0.18384526,2,-16,-1,276.8,0.18384526,16,2,-1,1,-5,5
107,180,6,Dieteria canescens,DICA,DICA-A,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,43,6,5,3.741657387,1.945910149,2.734367509,7.635443668,4.527692569,2.890371758,3.193743885,9.643650761,MACA-A Intraspecific_competition MACA-C,Dieteria canescens,Intraspecific mixture,11,13,NA,3.582931013,3.220219119,0.098837209,0.208955224,-0.110118015,11,6.5,2,176.9,0.110118015,6.5,11,2,2,-1,1
108,181,6,Dieteria canescens,DICA,DICA-A,Monoculture,Monoculture - MACA-A,DICA-A,44,NA,NA,5.099019514,2.197224577,2.541601993,9.959919678,7.071067812,2.079441542,6.884765791,10.50714043,MACA-A Monoculture MACA-A,Dieteria canescens,Monoculture,11,11,NA,4.170360443,3.535749096,0.300380228,0.113494191,0.186886037,-1,24,0,269.7,0.186886037,24,1,0,0,NA,NA
109,183,6,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,42,6,6,4.795831523,2.564949357,2.557227311,8.700574694,4.898979486,1.609437912,4.74341649,6.316644679,MACA-B Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,13,9,NA,3.325667026,3.355264819,0.360576923,0.145598194,0.214978729,-8,1,-4,151,0.214978729,1,8,-4,4,0,0
110,185,6,Dieteria canescens,DICA,DICA-B,Interspecific_competition,Interspecific - HEVI-B,HEVI-B,43,5,4,5.958187644,2.302585093,4.082609306,11.18928058,4.123105626,1.609437912,2.236067977,4.438468204,MACA-B Interspecific_competition HEVI-B,Heterotheca villosa,Interspecific mixture,16,10,NA,2.583512373,3.907926546,0.20242915,0.321409214,-0.118980064,-5,-18.5,-6,209.2,0.118980064,18.5,5,-6,6,-1,1
111,186,6,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-A,DICA-A,42,6,5,4.949747468,2.140066163,3.42751469,8.994442729,4.242640687,2.351375257,4.449719092,9.741663102,MACA-B Intraspecific_competition MACA-A,Dieteria canescens,Intraspecific mixture,16,14,NA,3.767145099,3.524479737,0.172624237,0.275738585,-0.103114348,2,-6.5,-2,226.4,0.103114348,6.5,2,-2,2,-1,1
112,187,6,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - MACA-B,DICA-B,42,NA,NA,5.477225575,2.302585093,2.701361213,8.637129153,4.69041576,2.772588722,4.23083916,9.904544412,MACA-B Intraspecific_competition MACA-B,Dieteria canescens,Monoculture,9,12,NA,3.759705251,3.367267492,0.154310345,0.166480447,-0.012170102,6,-8,3,205.5,0.012170102,8,6,3,3,NA,NA
113,188,6,Dieteria canescens,DICA,DICA-B,Intraspecific_competition,Intraspecific - DICA-C,DICA-C,43,5,5,2.645751311,1.504077397,0,4.195235393,3.898717738,2.302585093,2.213594362,9.033271833,MACA-B Intraspecific_competition MACA-C,Dieteria canescens,Intraspecific mixture,10,10,NA,3.353634774,2.048227378,0.056647399,0.053763441,0.002883958,5.5,8.2,0,105.1,0.002883958,8.2,5.5,0,0,0,0
114,189,6,Dieteria canescens,DICA,DICA-B,Monoculture,Monoculture - MACA-B,DICA-B,42,NA,NA,4.898979486,2.079441542,2.815408719,9.332738076,4.123105626,1.945910149,3.146426545,6.942621983,MACA-B Monoculture MACA-B,Dieteria canescens,Monoculture,14,15,NA,3.176326263,3.485419171,0.170395869,0.16088632,0.009509549,-1,-7,1,161.9,0.009509549,7,1,1,1,NA,NA
115,190,6,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-A,HEVI-A,42,6,6,4.69041576,2.442347035,2.442347035,9.170605214,5.291502622,1.945910149,4.037325848,7.334848328,DICA-C Interspecific_competition HEVI-A,Heterotheca villosa,Interspecific mixture,15,15,NA,3.372265437,3.407778198,0.232524964,0.120292887,0.112232077,-4.5,6,0,165.7,0.112232077,6,4.5,0,0,0,0
116,191,6,Dieteria canescens,DICA,DICA-C,Interspecific_competition,Interspecific - HEVI-C,HEVI-C,43,4,5,3.464101615,2.564949357,2.079441542,2.720294102,3.794733192,1.386294361,2.049390153,3.065941943,DICA-C Interspecific_competition HEVI-C,Heterotheca villosa,Interspecific mixture,11,5,NA,2.261709994,2.190829898,0.308823529,0.519480519,-0.21065699,-9,2.4,-6,29,0.21065699,2.4,9,-6,6,1,1
